Highlight,Book Title,Book Author,Amazon Book ID,Note,Color,Tags,Location Type,Location,Highlighted at,Document tags
"School is different. Pupils are usually not encouraged to follow their own learning paths, question and discuss everything the teacher is teaching and move on to another topic if something does not promise to generate interesting insight. The teacher is there for the pupils to learn. But, as Wilhelm von Humboldt, founder of the Humboldt University of Berlin and brother to the great explorer Alexander von Humboldt, put it, the professor is not there for the student and the student not for the professor. Both are only there for the truth. And truth is always a public matter.","How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking – for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,B06WVYW33Y,,yellow,,location,708,2020-04-09 04:56:00+00:00,
"According to a widely cited study, the constant interruption of emails and text messages cuts our productivity by about 40% and makes us at least 10 IQ points dumber. Even though this study was never published, makes no claims about intelligence and is statistically irrelevant, it does seem to confirm what most of us believe anyway and that is that we might have an attention deficit problem. It might not show it by content, but the mere fact that it was possible to have a misunderstanding spreading so fast under titles like “E-mails ‘hurt IQ more than pot’ ” (CNN) is telling. There are real studies about that as well. We know for example that watching television reduces the attention span of children (Swing et al. 2010). We also know that the average length of TV soundbites has steadily declined over the last several decades (Fehrmann, 2011). During the U.S. presidential election in 1968, the average soundbite — that is, any footage of a candidate speaking uninterrupted — was still a little more than 40 seconds, but that had fallen to less than 10 seconds at the end of the 80s (Hallin 1994) and 7.8 seconds in 2000 (Lichter, 2001). The last election has certainly not reversed the trend. Whether that means that the media adjust to our decreasing attention span or is causing the trend is not easy to say.[17] But however it might be, it is obvious that we are surrounded by more sources of distraction and less opportunities to train our attention spans.","How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking – for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,B06WVYW33Y,,yellow,,location,1073,2020-04-09 04:56:00+00:00,
"It is a common belief that the younger generations are better at it, that it even comes naturally to them as they grew up among the attention-seeking new media. And studies show that those who claim to multitask a lot also claim to be very good at it. Those interviewed in these studies do not see their productivity impaired by it. On the contrary, they think it’s improved.","How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking – for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,B06WVYW33Y,,yellow,,location,1089,2020-04-09 04:56:00+00:00,
"Psychologists who interviewed the multitaskers did test them instead of just asking. They gave them different tasks to accomplish and compared their results with another group that was instructed to do only one thing at a time. The outcome is unambiguous: While those who multitasked felt more productive, their productivity actually decreased – a lot (Wang and Tchernev 2012; Rosen 2008; Ophir, Nass, and Wagner 2009). Not only the quantity but also the quality of their accomplishments lagged significantly behind that of the control group.","How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking – for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,B06WVYW33Y,,yellow,,location,1093,2020-04-09 04:56:00+00:00,
Teachers tend to mistake the ability to follow (their) rules with the ability to make the right choices in real situations.,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking – for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,B06WVYW33Y,,yellow,,location,1231,2020-04-09 04:56:00+00:00,
"Here, gut feeling is not a mysterious force, but an incorporated history of experience. It is the sedimentation of deeply learned practice through numerous feedback loops on success or failure.[20]","How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking – for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,B06WVYW33Y,,yellow,,location,1242,2020-04-09 04:56:00+00:00,
"Today, willpower is compared to muscles: a limited resource that depletes quickly and needs time to recover. Improvement through training is possible to a certain degree, but takes time and effort. The phenomenon is usually discussed under the term “ego depletion”: “We use the term ego depletion to refer to a temporary reduction in the self’s capacity or willingness to engage in volitional action (including controlling the environment, controlling the self, making choices, and initiating action) caused by prior exercise of volition.” (Baumeister et al., 1998, 1253)","How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking – for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,B06WVYW33Y,,yellow,,location,1333,2020-04-09 04:56:00+00:00,
The brain alone is too eager to make us feel good – even if it is by politely ignoring inconsistencies in our thinking. Only in the written form can an argument be looked at with a certain distance – literally. We need this distance to think about an argument – otherwise the argument itself would occupy the very mental resources we need for scrutinizing it.,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking – for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,B06WVYW33Y,,yellow,,location,1739,2020-04-09 04:56:00+00:00,
"The brain, as Kahneman writes, is “a machine for jumping to conclusions” (Kahneman, 2013, 79). And a machine that is designed for jumping to conclusions is not the kind of machine you want to rely on when it comes to facts and rationality – at least, you would want to counterbalance it.","How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking – for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,B06WVYW33Y,,yellow,,location,1748,2020-04-09 04:56:00+00:00,
"To be able to play with ideas, we first have to liberate them from their original context by means of abstraction and re-specification.","How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking – for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,B06WVYW33Y,,yellow,,location,2256,2020-04-09 04:56:00+00:00,
"One of the most famous figures to illustrate this skill is the mathematician Abraham Wald (Mangel and Samaniego 1984). During World War II, he was asked to help the Royal Air Force find the areas on their planes that were most often hit by bullets so they could cover them with more armour. But instead of counting the bullet holes on the returned planes, he recommended armouring the spots where none of the planes had taken any hits. The RAF forgot to take into account what was not there to see: All the planes that didn’t make it back. The RAF fell for a common error in thinking called survivorship bias (Taleb 2005). The other planes didn’t make it back because they were hit where they should have had extra protection, like the fuel tank. The returning planes could only show what was less relevant.","How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking – for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,B06WVYW33Y,,yellow,,location,2311,2020-04-09 04:56:00+00:00,
Glory is a powerful incentive.,The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,yellow,,location,465,2020-04-01 04:56:00+00:00,
"While I adjusted to the glare of the media spotlight, my relationship to chess was slowly becoming less organic. I found myself playing to live up to Hollywood expectations instead of for love of the game. I understood the danger of becoming distracted by the adulation and I fought to keep focused.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,yellow,,location,924,2020-04-01 04:56:00+00:00,
"I felt like a leaf in the wind, adrift, all alone.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,yellow,,location,995,2020-04-01 04:56:00+00:00,
"Once I recognized that deeply buried secrets in a competitor tend to surface under intense pressure, my study of chess became a form of psychoanalysis.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,yellow,,location,1004,2020-04-01 04:56:00+00:00,
"I emerged from each good work session in slightly deeper awe of the mystery of chess, and with a building sense of humility. Increasingly, I felt more tender about my work than fierce.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,yellow,,location,1017,2020-04-01 04:56:00+00:00,
The youthful arrogance of believing I had the answers was gone.,The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,yellow,,location,1022,2020-04-01 04:56:00+00:00,
"As a lover and learner of chess, I was flying, but as an artist and performer I was all locked up.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,yellow,,location,1023,2020-04-01 04:56:00+00:00,
"I believe that one of the most critical factors in the transition to becoming a conscious high performer is the degree to which your relationship to your pursuit stays in harmony with your unique disposition. There will inevitably be times when we need to try new ideas, release our current knowledge to take in new information—but it is critical to integrate this new information in a manner that does not violate who we are. By taking away our natural voice, we leave ourselves without a center of gravity to balance us as we navigate the countless obstacles along our way. It might be interesting to examine, with a bit more detail, how this happened to me.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,yellow,,location,1044,2020-04-01 04:56:00+00:00,
"In most everyday life experiences, there seems to be a tangible connection between opposites. Consider how you may not realize how much someone’s companionship means to you until they are gone—heartbreak can give the greatest insight into the value of love. Think about how good a healthy leg feels after an extended time on crutches—sickness is the most potent ambassador for healthy living. Who knows water like a man dying of thirst? The human mind defines things in relation to one another—without light the notion of darkness would be unintelligible",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,yellow,,location,1102,2020-04-01 04:56:00+00:00,
"Along the same lines, I have found that if we feed the unconscious, it will discover connections between what may appear to be disparate realities. The path to artistic insight in one direction often involves deep study of another—the intuition makes uncanny connections that lead to a crystallization of fragmented notions.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,yellow,,location,1106,2020-04-01 04:56:00+00:00,
"Bonnie explains that there are two basic ways of taming a wild horse. One is to tie it up and freak it out. Shake paper bags, rattle cans, drive it crazy until it submits to any noise. Make it endure the humiliation of being controlled by a rope and pole. Once it is partially submissive, you tack the horse, get on top, spur it, show it who’s boss—the horse fights, bucks, twists, turns, runs, but there is no escape. Finally the beast drops to its knees and submits to being domesticated. The horse goes through pain, rage, frustration, exhaustion, to near death . . . then it finally yields. This is the method some like to call shock and awe. Then there is the way of the horse whisperers. My mother explains, “When the horse is very young, a foal, we gentle it. The horse is always handled. You pet it, feed it, groom it, stroke it, it gets used to you, likes you. You get on it and there is no fight, nothing to fight.” So you guide the horse toward doing what you want to do because he wants to do it. You synchronize desires, speak the same language. You don’t break the horse’s spirit. My mom goes on: “If you walk straight toward a horse, it will look at you and probably run away. You don’t have to oppose the horse in that way. Approach indirectly, without confrontation. Even an adult horse can be gentled. Handle him nicely, make your intention the horse’s intention.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,yellow,,location,1122,2020-04-01 04:56:00+00:00,
Dvoretsky wanted to break me—shock and awe—and Razuvaev wanted to bring out my natural shine.,The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,yellow,,location,1137,2020-04-01 04:56:00+00:00,
I could say that a bad teacher distanced me from my natural love for the game. I could say that I discovered happiness elsewhere. But all this would be too simple.,The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,yellow,,location,1145,2020-04-01 04:56:00+00:00,
"To my mind, the fields of learning and performance are an exploration of greyness—of the in-between. There is the careful balance of pushing yourself relentlessly, but not so hard that you melt down. Muscles and minds need to stretch to grow, but if stretched too thin, they will snap. A competitor needs to be process-oriented, always looking for stronger opponents to spur growth, but it is also important to keep on winning enough to maintain confidence. We have to release our current ideas to soak in new material, but not so much that we lose touch with our unique natural talents. Vibrant, creative idealism needs to be tempered by a practical, technical awareness.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,yellow,,location,1146,2020-04-01 04:56:00+00:00,
"In all disciplines, there are times when a performer is ready for action, and times when he or she is soft, in flux, broken-down or in a period of growth. Learners in this phase are inevitably vulnerable. It is important to have perspective on this and allow yourself protected periods for cultivation.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,yellow,,location,1394,2020-04-01 04:56:00+00:00,
"How can we incorporate these ideas into the real world? In certain competitive arenas—our working lives, for example—there are seldom weeks in which performance does not matter.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,yellow,,location,1402,2020-04-01 04:56:00+00:00,
"Similarly, it is not so difficult to have a beginner’s mind and to be willing to invest in loss when you are truly a beginner, but it is much harder to maintain that humility and openness to learning when people are watching and expecting you to perform.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,yellow,,location,1403,2020-04-01 04:56:00+00:00,
"My response is that it is essential to have a liberating incremental approach that allows for times when you are not in a peak performance state. We must take responsibility for ourselves, and not expect the rest of the world to understand what it takes to become the best that we can become. Great ones are willing to get burned time and again as they sharpen their swords in the fire.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,yellow,,location,1406,2020-04-01 04:56:00+00:00,
The theme is depth over breadth.,The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,yellow,,location,1424,2020-04-01 04:56:00+00:00,
"The constant supply of stimulus has the potential to turn us into addicts, always hungering for something new and prefabricated to keep us entertained.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,yellow,,location,1426,2020-04-01 04:56:00+00:00,
"Depth beats breadth any day of the week, because it opens a channel for the intangible, unconscious, creative components of our hidden potential.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,yellow,,location,1525,2020-04-01 04:56:00+00:00,
"exist. In my opinion, intuition is our most valuable compass in this world. It is the bridge between the unconscious and the conscious mind, and it is hugely important to keep in touch with what makes it tick.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,yellow,,location,1671,2020-04-01 04:56:00+00:00,
The air felt electric during these sessions.,The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,yellow,,location,1985,2020-04-01 04:56:00+00:00,
"mind before it is too late. While refined mental competitors can have extended dialogues of this nature, in my observation most people are relatively unaware of their psychological subtleties. This makes for easy pickings for the astute rival. So beware when squaring off with a well-versed negotiator, salesman, or lawyer! Understand that the battle stretches well beyond the traditional arena.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,yellow,,location,1996,2020-04-01 04:56:00+00:00,
Control the pace of the game.,The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,yellow,,location,2002,2020-04-01 04:56:00+00:00,
"In every discipline, the ability to be clearheaded, present, cool under fire is much of what separates the best from the mediocre.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,yellow,,location,2072,2020-04-01 04:56:00+00:00,
"How can I maintain my focus under pressure, stay serene and principled under fire, overcome distraction? What do I do when my emotions get out of control?",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,yellow,,location,2086,2020-04-01 04:56:00+00:00,
"cardiovascular interval training can have a profound effect on your ability to quickly release tension and recover from mental exhaustion. What is more, physical flushing and mental clarity are very much intertwined.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,yellow,,location,2190,2020-04-01 04:56:00+00:00,
"I believe an appreciation for simplicity, the everyday—the ability to dive deeply into the banal and discover life’s hidden richness—is where success, let alone happiness, emerges.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,yellow,,location,2257,2020-04-01 04:56:00+00:00,
"There are performers who recognize the disruptive potential of emotions and try to turn them off, become cold, detached, steely. For some personalities this might work, although in my opinion denial tends to melt down when the pressure becomes fierce.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,yellow,,location,2397,2020-04-01 04:56:00+00:00,
"Then there are those elite performers who use emotion, observing their moment and then channeling everything into a deeper focus that generates a uniquely flavored creativity. This is an interesting, resilient approach based on flexibility and subtle introspective awareness. Instead of being bullied by or denying their unconscious, these players let their internal movements flavor their fires.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,yellow,,location,2398,2020-04-01 04:56:00+00:00,
"The real internal challenge is to maintain that fundamental perspective when confronted by hostility, aggression, and pain.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,yellow,,location,2446,2020-04-01 04:56:00+00:00,
The next step in my growth process would be to stay true to myself under increasingly difficult conditions.,The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,yellow,,location,2447,2020-04-01 04:56:00+00:00,
"There will always be creeps in the world, and I had to learn how to deal with them with a cool head. Getting pissed off would get me nowhere in life.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,yellow,,location,2459,2020-04-01 04:56:00+00:00,
"It is my hope that you, the reader, emerge from this book inspired and perhaps a bit more enabled to follow your dreams in a manner that is consistent with the unique gifts you bring to the table. That has been my ambition.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,yellow,,location,3145,2020-04-01 04:56:00+00:00,
"Those are some of democracy’s big advantages that the U.S. enjoys, and that China doesn’t. The lack of those advantages is in my opinion the biggest single disadvantage that will prevent China from ever catching up with the U.S. in average income per person—as long as the U.S. remains democratic and China remains non-democratic. That reminds me to reiterate: a nominally democratic country loses those advantages if its democracy is seriously infringed; more on that below. I also acknowledge that democracy isn’t necessarily the best option for all countries; it’s difficult for it to prevail in countries lacking the prerequisites of a literate electorate and a widely accepted national identity.",Upheaval: Turning Points for Nations in Crisis,Jared Diamond,B07H32FVHY,,yellow,,location,4577,2020-01-01 04:56:00+00:00,
"But the U.S. does have much covert corruption, because Wall Street and other rich entities and individuals influence U.S. government policy and actions by means of lobbying and election campaign contributions. While those money outlays are legal in the U.S., they achieve results similar to those achieved illegally by corruption. That is, legislators or officials adopt policies or actions harmful to the public good, but beneficial to the donor of the money, and sometimes beneficial to the legislators or officials as well.",Upheaval: Turning Points for Nations in Crisis,Jared Diamond,B07H32FVHY,,yellow,,location,4589,2020-01-01 04:56:00+00:00,
"nothing is good but virtue, and nothing but vice is bad.",Meditations (Xist Classics),Marcus Aurelius,B00WH0IFLM,,yellow,,location,469,2019-10-28 04:56:00+00:00,
"Solving problems is a practical skill like, let us say, swimming. We acquire any practical skill by imitation and practice. Trying to swim, you imitate what other people do with their hands and feet to keep their heads above water, and, finally, you learn to swim by practicing swimming. Trying to solve problems, you have to observe and to imitate what other people do when solving problems and, finally, you learn to do problems by doing them.",How to Solve It: A New Aspect of Mathematical Method (Princeton Science Library),G. Polya and John H. Conway,B0073X0IOA,,yellow,,location,340,2019-09-15 04:56:00+00:00,
"Sir James leaned over, patted my knee, and said, “Ah, my boy—it’s not a good drug unless it’s been killed at least three times.”","Loonshots: How to Nurture the Crazy Ideas That Win Wars, Cure Diseases, and Transform Industries",Safi Bahcall,B07D2BKVQR,,yellow,,location,738,2019-07-10 04:56:00+00:00,
"In the real world, ideas are ridiculed, experiments fail, budgets are cut, and good people are fired for stupid reasons. Companies fall apart and their best projects remain buried, sometimes forever.","Loonshots: How to Nurture the Crazy Ideas That Win Wars, Cure Diseases, and Transform Industries",Safi Bahcall,B07D2BKVQR,,yellow,,location,748,2019-07-10 04:56:00+00:00,
"In 1978, when it deregulated the airline industry, Congress created the business world’s equivalent of a solar eclipse: a rare-event experiment. For fifty years, the federal government had regulated where airlines could fly and what they could charge, down to the tiniest details: the price of a cocktail, the rental cost of a movie headset. Suddenly removing these restrictions unleashed a tidal wave of S-type loonshots, small shifts in strategy.","Loonshots: How to Nurture the Crazy Ideas That Win Wars, Cure Diseases, and Transform Industries",Safi Bahcall,B07D2BKVQR,,yellow,,location,1138,2019-07-10 04:56:00+00:00,
"Those strange and ingenious objects from Western Europe, which overpowered the much larger and wealthier empires of China and India, appeared as the result of a remarkable two-thousand-year cross-cultural journey—of Catholic bishops hiring Jews in Toledo to translate Arab critiques of Greek texts into Latin for Germans to read, of imported Chinese technologies and Indian mathematics and Islamic astronomy, of philosophers and popes, of eyeglasses and magnets and clocks and blood. That journey culminated in a new idea: underlying everything we see are universal truths that can be determined through measurement and experiment. In other words, laws of nature. We take that idea for granted today. But for all human history up to that time, religious authorities or divine rulers or great-man philosophers decreed what was true and what was false. The idea that truth could be revealed to anyone was radical. Subversive. Its champions were often dismissed as unhinged. That idea, now known by its more modern name, the scientific method, is arguably the mother of all loonshots. The Chinese and Mughal emperors discovered the same lesson that surprised so many of their industrial descendants centuries later: missing loonshots can be fatal.","Loonshots: How to Nurture the Crazy Ideas That Win Wars, Cure Diseases, and Transform Industries",Safi Bahcall,B07D2BKVQR,,yellow,,location,3843,2019-07-10 04:56:00+00:00,
"Both the film and the drug-discovery industries have separated into two markets—the market of the Majors, who trade in franchises, and the market of small specialists, who nurture loonshots. Those two markets are connected by a web of partnerships. That separation and the connection are examples of the first two of the three conditions described earlier applied to industries: phase separation (#1) and dynamic equilibrium (#2). The third condition, critical mass, is best illustrated with an example.","Loonshots: How to Nurture the Crazy Ideas That Win Wars, Cure Diseases, and Transform Industries",Safi Bahcall,B07D2BKVQR,,yellow,,location,4100,2019-07-10 04:56:00+00:00,
"England did one thing quite differently—much better than its neighbors, which set it up to be luckier than its neighbors. England established the earliest example of a successful loonshot nursery inside one country. The Royal Society of London, created in 1660, brought together nearly all the founders of modern science in England, including Robert Boyle, Robert Hooke, and Isaac Newton. It famously played a crucial role in helping and inspiring Newton. Without the Royal Society, as one historian noted, “It is doubtful that … there would ever have been a Principia.” In other words, what we know today as Newton’s laws most likely would go by some other name—or names. Gottfried Leibniz, for example, developed calculus independently, in Germany, around the same time as Newton. Christiaan Huygens, in the Netherlands, developed the idea of centripetal force, the wave theory of light, modern probability theory—and he invented the pendulum clock. Daniel Bernoulli in Switzerland, Leonhard Euler in Germany, Pierre-Simon Laplace in France—all were giants of mathematics and physics who arrived not long after Newton.","Loonshots: How to Nurture the Crazy Ideas That Win Wars, Cure Diseases, and Transform Industries",Safi Bahcall,B07D2BKVQR,,yellow,,location,4214,2019-07-10 04:56:00+00:00,
"Take out a sheet of paper and write down three things for each of the following: - Your passions and favorite things to do. - Your dreams, ambitions, life goals. - The best/worst things that have happened to you. - Your childhood, family life, and upbringing.",Models: Attract Women Through Honesty,Mark Manson,B005EOTH24,,yellow,,location,3276,2019-01-28 04:56:00+00:00,
"Since 11 September 2001, every year terrorists have killed about fifty people in the European Union, about ten people in the USA, about seven people in China, and up to 25,000 people globally (mostly in Iraq, Afghanistan, Pakistan, Nigeria and Syria).1 In contrast, each year traffic accidents kill about 80,000 Europeans, 40,000 Americans, 270,000 Chinese, and 1.25 million people altogether.2",21 Lessons for the 21st Century,Yuval Noah Harari,B0767FS76G,,yellow,,location,2448,2018-12-19 04:56:00+00:00,
"You need to experiment with unproductive paths, to explore dead ends, to make space for doubts and boredom, and to allow little seeds of insight to slowly grow and blossom. If you cannot afford to waste time – you will never find the truth.",21 Lessons for the 21st Century,Yuval Noah Harari,B0767FS76G,,yellow,,location,3350,2018-12-19 04:56:00+00:00,
"One can try to evade the problem by adopting a ‘morality of intentions’. What’s important is what I intend, not what I actually do or the outcome of what I do. However, in a world in which everything is interconnected, the supreme moral imperative becomes the imperative to know. The greatest crimes in modern history resulted not just from hatred and greed, but even more so from ignorance and indifference.",21 Lessons for the 21st Century,Yuval Noah Harari,B0767FS76G,,yellow,,location,3421,2018-12-19 04:56:00+00:00,
Scholars throughout history faced this dilemma: do they serve power or truth?,21 Lessons for the 21st Century,Yuval Noah Harari,B0767FS76G,,yellow,,location,3671,2018-12-19 04:56:00+00:00,
"As a species, humans prefer power to truth. We spend far more time and effort on trying to control the world than on trying to understand it – and even when we try to understand it, we usually do so in the hope that understanding the world will make it easier to control it. Therefore, if you dream of a society in which truth reigns supreme and myths are ignored, you have little to expect from Homo sapiens. Better try your luck with chimps.",21 Lessons for the 21st Century,Yuval Noah Harari,B0767FS76G,,yellow,,location,3674,2018-12-19 04:56:00+00:00,
"First, if you want reliable information – pay good money for it. If you get your news for free, you might well be the product. Suppose a shady billionaire offered you the following deal: ‘I will pay you $30 a month, and in exchange, you will allow me to brainwash you for an hour every day, installing in your mind whichever political and commercial biases I want.’ Would you take the deal? Few sane people would. So the shady billionaire offers a slightly different deal: ‘You will allow me to brainwash you for one hour every day, and in exchange, I will not charge you anything for this service.’ Now the deal suddenly sounds tempting to hundreds of millions of people. Don’t follow their example. The second rule of thumb is that if some issue seems exceptionally important to you, make the effort to read the relevant scientific literature. And by scientific literature I mean peer-reviewed articles, books published by well-known academic publishers, and the writings of professors from reputable institutions. Science obviously has its limitations, and it has got many things wrong in the past. Nevertheless, the scientific community has been our most reliable source of knowledge for centuries.",21 Lessons for the 21st Century,Yuval Noah Harari,B0767FS76G,,yellow,,location,3694,2018-12-19 04:56:00+00:00,
"But in truth, everything you will ever experience in life is within your own body and your own mind.",21 Lessons for the 21st Century,Yuval Noah Harari,B0767FS76G,,yellow,,location,3761,2018-12-19 04:56:00+00:00,
Romantic comedies are to love as porn is to sex and Rambo is to war.,21 Lessons for the 21st Century,Yuval Noah Harari,B0767FS76G,,yellow,,location,3781,2018-12-19 04:56:00+00:00,
Escaping the narrow definition of self might well become a necessary survival skill in the twenty-first century.,21 Lessons for the 21st Century,Yuval Noah Harari,B0767FS76G,,yellow,,location,3877,2018-12-19 04:56:00+00:00,
Due to the growing pace of change you can never be certain whether what the adults are telling you is timeless wisdom or outdated bias.,21 Lessons for the 21st Century,Yuval Noah Harari,B0767FS76G,,yellow,,location,4001,2018-12-19 04:56:00+00:00,
"Have you seen those zombies who roam the streets with their faces glued to their smartphones? Do you think they control the technology, or does the technology control them?",21 Lessons for the 21st Century,Yuval Noah Harari,B0767FS76G,,yellow,,location,4008,2018-12-19 04:56:00+00:00,
"To run fast, don’t take much luggage with you. Leave all your illusions behind. They are very heavy.",21 Lessons for the 21st Century,Yuval Noah Harari,B0767FS76G,,yellow,,location,4031,2018-12-19 04:56:00+00:00,
"You can help somebody, and that somebody will subsequently help somebody else, and you thereby contribute to the overall improvement of the world, and constitute a small link in the great chain of kindness. Maybe you serve as a mentor for a difficult but brilliant child, who goes on to be a doctor who saves the lives of hundreds? Maybe you help an old lady cross the street, and brighten up an hour of her life?",21 Lessons for the 21st Century,Yuval Noah Harari,B0767FS76G,,yellow,,location,4209,2018-12-19 04:56:00+00:00,
"Once you suffer for a story, it is usually enough to convince you that the story is real.",21 Lessons for the 21st Century,Yuval Noah Harari,B0767FS76G,,yellow,,location,4318,2018-12-19 04:56:00+00:00,
The best we can do is a compromise: learn to recognize situations in which mistakes are likely and try harder to avoid significant mistakes when the stakes are high. The premise of this book is that it is easier to recognize other people’s mistakes than our own.,"Thinking, Fast and Slow",Daniel Kahneman,B00555X8OA,,yellow,,location,503,2018-10-30 04:56:00+00:00,
Intelligence is not only the ability to reason; it is also the ability to find relevant material in memory and to deploy attention when needed.,"Thinking, Fast and Slow",Daniel Kahneman,B00555X8OA,,yellow,,location,829,2018-10-30 04:56:00+00:00,
"Stanovich and his colleagues have found that the bat-and-ball question and others like it are somewhat better indicators of our susceptibility to cognitive errors than are conventional measures of intelligence, such as IQ tests. Time will tell whether the distinction between intelligence and rationality can lead to new discoveries.","Thinking, Fast and Slow",Daniel Kahneman,B00555X8OA,,yellow,,location,886,2018-10-30 04:56:00+00:00,
"To think clearly about the future, we need to clean up the language that we use in labeling the beliefs we had in the past.","Thinking, Fast and Slow",Daniel Kahneman,B00555X8OA,,yellow,,location,3655,2018-10-30 04:56:00+00:00,
"Nevertheless, the formula was more accurate than 11 of the 14 counselors. Meehl reported generally similar results across a variety of other forecast outcomes, including violations of parole, success in pilot training, and criminal recidivism. Not surprisingly, Meehl’s book provoked shock and disbelief among clinical psychologists, and the controversy it started has engendered a stream of research that is still flowing today, more than fifty years after its publication. The number of studies reporting comparisons of clinical and statistical predictions has increased to roughly two hundred, but the score in the contest between algorithms and humans has not changed. About 60% of the studies have shown significantly better accuracy for the algorithms. The other comparisons scored a draw in accuracy, but a tie is tantamount to a win for the statistical rules, which are normally much less expensive to use than expert judgment. No exception has been convincingly documented.","Thinking, Fast and Slow",Daniel Kahneman,B00555X8OA,,yellow,,location,4040,2018-10-30 04:56:00+00:00,
